root_uid	relationmention_id	slot_type	argmention_id
IC0015LNI	RMIC0015LNI.000024	rel014arg02entityorfiller	EMIC0015LNI.000748
IC0015LNI	RMIC0015LNI.000024	rel014arg01person	EMIC0015LNI.000761
IC0015LNI	RMIC0015LNI.001410	rel021arg02sponsor	EMIC0015LNI.001431
IC0015LNI	RMIC0015LNI.001410	rel021arg01actororevent	VMIC0015LNI.001457
IC0015LNI	RMIC0015LNI.001757	rel030arg02entityorfiller	EMIC0015LNI.001778
IC0015LNI	RMIC0015LNI.001757	rel030arg01measurement	EMIC0015LNI.001791
IC0015LNI	RMIC0015LNI.001851	rel003arg02event	VMIC0015LNI.001671
IC0015LNI	RMIC0015LNI.001851	rel003arg01holder	author
IC0015LNI	RMIC0015LNI.001898	rel002arg01holder	EMIC0015LNI.001919
IC0015LNI	RMIC0015LNI.001898	rel002arg02event	VMIC0015LNI.001671
IC0015LNI	RMIC0015LNI.002070	rel014arg02entityorfiller	EMIC0015LNI.002138
IC0015LNI	RMIC0015LNI.002070	rel014arg01person	EMIC0015LNI.002151
IC0015LNI	RMIC0015LNI.002091	rel014arg01person	EMIC0015LNI.002112
IC0015LNI	RMIC0015LNI.002091	rel014arg02entityorfiller	EMIC0015LNI.002125
IC0015LNI	RMIC0015LNI.002164	rel014arg02entityorfiller	EMIC0015LNI.002185
IC0015LNI	RMIC0015LNI.002164	rel014arg01person	EMIC0015LNI.002198
IC0015LNI	RMIC0015LNI.002688	rel030arg02entityorfiller	EMIC0015LNI.002709
IC0015LNI	RMIC0015LNI.002688	rel030arg01measurement	EMIC0015LNI.002722
IC0015LNI	RMIC0015LNI.002876	rel026arg02color	EMIC0015LNI.002897
IC0015LNI	RMIC0015LNI.002876	rel026arg01entityorfiller	EMIC0015LNI.002910
IC0015LNI	RMIC0015LNI.003131	rel002arg02event	VMIC0015LNI.001671
IC0015LNI	RMIC0015LNI.003131	rel002arg01holder	EMIC0015LNI.003165
IC0015LNI	RMIC0015LNI.003199	rel022arg01actororevent	VMIC0015LNI.001671
IC0015LNI	RMIC0015LNI.003199	rel022arg02sponsor	EMIC0015LNI.003233
IC0015LNI	RMIC0015LNI.003246	rel022arg01actororevent	VMIC0015LNI.001671
IC0015LNI	RMIC0015LNI.003246	rel022arg02sponsor	EMIC0015LNI.003280
IC0015LNI	RMIC0015LNI.003293	rel055arg02place	EMIC0015LNI.003314
IC0015LNI	RMIC0015LNI.003293	rel055arg01organization	EMIC0015LNI.003327
IC0015LNI	RMIC0015LNI.003387	rel035arg02placeofemployment	EMIC0015LNI.003408
IC0015LNI	RMIC0015LNI.003387	rel035arg01employee	EMIC0015LNI.003421
IC0015LNI	RMIC0015LNI.003434	rel035arg02placeofemployment	EMIC0015LNI.003455
IC0015LNI	RMIC0015LNI.003434	rel035arg01employee	EMIC0015LNI.003468
IC0015LNI	RMIC0015LNI.003481	rel044arg02parent	EMIC0015LNI.003502
IC0015LNI	RMIC0015LNI.003481	rel044arg01subsidiary	EMIC0015LNI.003515
IC0015LNI	RMIC0015LNI.003528	rel044arg02parent	EMIC0015LNI.003549
IC0015LNI	RMIC0015LNI.003528	rel044arg01subsidiary	EMIC0015LNI.003562
IC0015LNI	RMIC0015LNI.003640	rel035arg02placeofemployment	EMIC0015LNI.003661
IC0015LNI	RMIC0015LNI.003640	rel035arg01employee	EMIC0015LNI.003674
IC0015LNI	RMIC0015LNI.003687	rel036arg02placeofmembership	EMIC0015LNI.003708
IC0015LNI	RMIC0015LNI.003687	rel036arg01member	EMIC0015LNI.003721
IC0015LRB	RMIC0015LRB.000123	rel051arg02place	EMIC0015LRB.000144
IC0015LRB	RMIC0015LRB.000123	rel051arg01entityorfiller	EMIC0015LRB.000157
IC0015LRB	RMIC0015LRB.000170	rel051arg02place	EMIC0015LRB.000191
IC0015LRB	RMIC0015LRB.000170	rel051arg01entityorfiller	EMIC0015LRB.000204
IC0015LRB	RMIC0015LRB.000358	rel014arg02entityorfiller	EMIC0015LRB.000379
IC0015LRB	RMIC0015LRB.000358	rel014arg01person	EMIC0015LRB.000392
IC0015LRB	RMIC0015LRB.001034	rel059arg02event	VMIC0015LRB.000726
IC0015LRB	RMIC0015LRB.001034	rel059arg01entityresponsible	EMIC0015LRB.001068
IC0015LRB	RMIC0015LRB.001128	rel059arg02event	VMIC0015LRB.000311
IC0015LRB	RMIC0015LRB.001128	rel059arg01entityresponsible	EMIC0015LRB.001162
IC0015LRB	RMIC0015LRB.001222	rel059arg01entityresponsible	EMIC0015LRB.001243
IC0015LRB	RMIC0015LRB.001222	rel059arg02event	VMIC0015LRB.000726
IC0015LRB	RMIC0015LRB.001269	rel059arg02event	VMIC0015LRB.000311
IC0015LRB	RMIC0015LRB.001269	rel059arg01entityresponsible	EMIC0015LRB.001303
IC0015LRB	RMIC0015LRB.001316	rel047arg02jobrole	EMIC0015LRB.001337
IC0015LRB	RMIC0015LRB.001316	rel047arg01person	EMIC0015LRB.001350
IC0015LRB	RMIC0015LRB.001363	rel035arg02placeofemployment	EMIC0015LRB.001384
IC0015LRB	RMIC0015LRB.001363	rel035arg01employee	EMIC0015LRB.001397
IC0015LRB	RMIC0015LRB.001551	rel014arg01person	EMIC0015LRB.001572
IC0015LRB	RMIC0015LRB.001551	rel014arg02entityorfiller	EMIC0015LRB.001585
IC0015LRB	RMIC0015LRB.001637	rel059arg02event	VMIC0015LRB.001444
IC0015LRB	RMIC0015LRB.001637	rel059arg01entityresponsible	EMIC0015LRB.001671
IC0015LRB	RMIC0015LRB.001684	rel059arg02event	VMIC0015LRB.000277
IC0015LRB	RMIC0015LRB.001684	rel059arg01entityresponsible	EMIC0015LRB.001718
IC0015LRB	RMIC0015LRB.001731	rel059arg02event	VMIC0015LRB.000217
IC0015LRB	RMIC0015LRB.001731	rel059arg01entityresponsible	EMIC0015LRB.001765
IC0015LRB	RMIC0015LRB.001984	rel059arg02event	VMIC0015LRB.000217
IC0015LRB	RMIC0015LRB.001984	rel059arg01entityresponsible	EMIC0015LRB.002018
IC0015LRB	RMIC0015LRB.002031	rel059arg02event	VMIC0015LRB.000277
