root_uid	relationmention_id	slot_type	argmention_id
IC0015D2J	RMIC0015D2J.000290	rel044arg02parent	EMIC0015D2J.000311
IC0015D2J	RMIC0015D2J.000290	rel044arg01subsidiary	EMIC0015D2J.000324
IC0015D2J	RMIC0015D2J.000337	rel011arg01territory	EMIC0015D2J.000358
IC0015D2J	RMIC0015D2J.000337	rel011arg02controller	EMIC0015D2J.000371
IC0015D2J	RMIC0015D2J.000478	rel035arg02placeofemployment	EMIC0015D2J.000499
IC0015D2J	RMIC0015D2J.000478	rel035arg01employee	EMIC0015D2J.000512
IC0015D2J	RMIC0015D2J.000572	rel044arg02parent	EMIC0015D2J.000593
IC0015D2J	RMIC0015D2J.000572	rel044arg01subsidiary	EMIC0015D2J.000606
IC0015D2J	RMIC0015D2J.000619	rel016arg02nationality	EMIC0015D2J.000640
IC0015D2J	RMIC0015D2J.000619	rel016arg01citizen	EMIC0015D2J.000653
IC0015D2J	RMIC0015D2J.000666	rel051arg02place	EMIC0015D2J.000687
IC0015D2J	RMIC0015D2J.000666	rel051arg01entityorfiller	EMIC0015D2J.000700
IC0015D2J	RMIC0015D2J.000713	rel051arg02place	EMIC0015D2J.000734
IC0015D2J	RMIC0015D2J.000713	rel051arg01entityorfiller	EMIC0015D2J.000747
IC0015D2J	RMIC0015D2J.000760	rel034arg02placeofemploymentmembership	EMIC0015D2J.000781
IC0015D2J	RMIC0015D2J.000760	rel034arg01employeemember	EMIC0015D2J.000794
IC0015D2J	RMIC0015D2J.000948	rel040arg02governmentbodyorgpe	EMIC0015D2J.000969
IC0015D2J	RMIC0015D2J.000948	rel040arg01leader	EMIC0015D2J.000982
IC0015D2J	RMIC0015D2J.000995	rel049arg02person	EMIC0015D2J.001016
IC0015D2J	RMIC0015D2J.000995	rel049arg01person	EMIC0015D2J.001029
IC0015D2J	RMIC0015D2J.001350	rel026arg02color	EMIC0015D2J.001371
IC0015D2J	RMIC0015D2J.001350	rel026arg01entityorfiller	EMIC0015D2J.001384
IC0015D2J	RMIC0015D2J.001559	rel014arg02entityorfiller	EMIC0015D2J.001640
IC0015D2J	RMIC0015D2J.001559	rel014arg01person	EMIC0015D2J.001653
IC0015D2J	RMIC0015D2J.001580	rel021arg02sponsor	EMIC0015D2J.001666
IC0015D2J	RMIC0015D2J.001580	rel021arg01actororevent	VMIC0015D2J.001538
IC0015D2J	RMIC0015D2J.001752	rel021arg02sponsor	EMIC0015D2J.001773
IC0015D2J	RMIC0015D2J.001752	rel021arg01actororevent	VMIC0015D2J.001538
IC0015D2J	RMIC0015D2J.001906	rel051arg02place	EMIC0015D2J.001927
IC0015D2J	RMIC0015D2J.001906	rel051arg01entityorfiller	EMIC0015D2J.001940
IC0015D2J	RMIC0015D2J.001987	rel035arg02placeofemployment	EMIC0015D2J.002021
IC0015D2J	RMIC0015D2J.001987	rel035arg01employee	EMIC0015D2J.002034
IC0015D2J	RMIC0015D2J.002120	rel035arg02placeofemployment	EMIC0015D2J.002141
IC0015D2J	RMIC0015D2J.002120	rel035arg01employee	EMIC0015D2J.002154
IC0015D2J	RMIC0015D2J.002261	rel035arg02placeofemployment	EMIC0015D2J.002282
IC0015D2J	RMIC0015D2J.002261	rel035arg01employee	EMIC0015D2J.002295
IC0015D2J	RMIC0015D2J.002483	rel013arg02owner	EMIC0015D2J.002504
IC0015D2J	RMIC0015D2J.002483	rel013arg01artifact	EMIC0015D2J.002517
IC0015D2J	RMIC0015D2J.002530	rel013arg02owner	EMIC0015D2J.002551
IC0015D2J	RMIC0015D2J.002530	rel013arg01artifact	EMIC0015D2J.002564
IC0015D2J	RMIC0015D2J.002577	rel026arg02color	EMIC0015D2J.002598
IC0015D2J	RMIC0015D2J.002577	rel026arg01entityorfiller	EMIC0015D2J.002611
IC0015D2J	RMIC0015D2J.002765	rel013arg02owner	EMIC0015D2J.002786
IC0015D2J	RMIC0015D2J.002765	rel013arg01artifact	EMIC0015D2J.002799
IC0015D2J	RMIC0015D2J.002812	rel013arg02owner	EMIC0015D2J.002833
IC0015D2J	RMIC0015D2J.002812	rel013arg01artifact	EMIC0015D2J.002846
IC0015D2J	RMIC0015D2J.002859	rel026arg02color	EMIC0015D2J.002880
IC0015D2J	RMIC0015D2J.002859	rel026arg01entityorfiller	EMIC0015D2J.002893
IC0015D2J	RMIC0015D2J.002906	rel013arg02owner	EMIC0015D2J.002927
IC0015D2J	RMIC0015D2J.002906	rel013arg01artifact	EMIC0015D2J.002940
IC0015D2J	RMIC0015D2J.002953	rel010arg02entityorfiller	EMIC0015D2J.002974
IC0015D2J	RMIC0015D2J.002953	rel010arg01artifact	EMIC0015D2J.002987
IC0015D2J	RMIC0015D2J.003000	rel026arg02color	EMIC0015D2J.003021
IC0015D2J	RMIC0015D2J.003000	rel026arg01entityorfiller	EMIC0015D2J.003034
IC0015D2J	RMIC0015D2J.003047	rel013arg02owner	EMIC0015D2J.003068
IC0015D2J	RMIC0015D2J.003047	rel013arg01artifact	EMIC0015D2J.003081
IC0015D2J	RMIC0015D2J.003094	rel026arg02color	EMIC0015D2J.003115
IC0015D2J	RMIC0015D2J.003094	rel026arg01entityorfiller	EMIC0015D2J.003128
IC0015D2J	RMIC0015D2J.003141	rel013arg02owner	EMIC0015D2J.003162
IC0015D2J	RMIC0015D2J.003141	rel013arg01artifact	EMIC0015D2J.003175
IC0015D2J	RMIC0015D2J.003188	rel013arg02owner	EMIC0015D2J.003209
IC0015D2J	RMIC0015D2J.003188	rel013arg01artifact	EMIC0015D2J.003222
IC0015D2J	RMIC0015D2J.003235	rel026arg02color	EMIC0015D2J.003256
IC0015D2J	RMIC0015D2J.003235	rel026arg01entityorfiller	EMIC0015D2J.003269
IC0015D2J	RMIC0015D2J.003282	rel013arg02owner	EMIC0015D2J.003303
IC0015D2J	RMIC0015D2J.003282	rel013arg01artifact	EMIC0015D2J.003316
IC0015D2J	RMIC0015D2J.003329	rel013arg02owner	EMIC0015D2J.003350
IC0015D2J	RMIC0015D2J.003329	rel013arg01artifact	EMIC0015D2J.003363
IC0015D2J	RMIC0015D2J.003444	rel026arg02color	EMIC0015D2J.003465
IC0015D2J	RMIC0015D2J.003444	rel026arg01entityorfiller	EMIC0015D2J.003478
IC0015D2J	RMIC0015D2J.003491	rel053arg02entityorfiller	EMIC0015D2J.003512
IC0015D2J	RMIC0015D2J.003491	rel053arg01place	EMIC0015D2J.003525
IC0015D2J	RMIC0015D2J.003585	rel051arg01entityorfiller	EMIC0015D2J.003606
IC0015D2J	RMIC0015D2J.003585	rel051arg02place	EMIC0015D2J.003619
IC0015D2J	RMIC0015D2J.003632	rel051arg01entityorfiller	EMIC0015D2J.003653
IC0015D2J	RMIC0015D2J.003632	rel051arg02place	EMIC0015D2J.003666
IC0015D2J	RMIC0015D2J.003679	rel013arg02owner	EMIC0015D2J.003700
IC0015D2J	RMIC0015D2J.003679	rel013arg01artifact	EMIC0015D2J.003713
IC0015D2J	RMIC0015D2J.003726	rel026arg02color	EMIC0015D2J.003747
IC0015D2J	RMIC0015D2J.003726	rel026arg01entityorfiller	EMIC0015D2J.003760
IC0015D2J	RMIC0015D2J.003872	rel013arg02owner	EMIC0015D2J.003893
IC0015D2J	RMIC0015D2J.003872	rel013arg01artifact	EMIC0015D2J.003906
IC0015D2J	RMIC0015D2J.003919	rel035arg02placeofemployment	EMIC0015D2J.003940
IC0015D2J	RMIC0015D2J.003919	rel035arg01employee	EMIC0015D2J.003953
IC0015D2J	RMIC0015D2J.003966	rel016arg02nationality	EMIC0015D2J.004008
IC0015D2J	RMIC0015D2J.003966	rel016arg01citizen	EMIC0015D2J.004021
IC0015D2J	RMIC0015D2J.004034	rel013arg02owner	EMIC0015D2J.004055
IC0015D2J	RMIC0015D2J.004034	rel013arg01artifact	EMIC0015D2J.004068
IC0015D2J	RMIC0015D2J.004081	rel051arg02place	EMIC0015D2J.004102
IC0015D2J	RMIC0015D2J.004081	rel051arg01entityorfiller	EMIC0015D2J.004115
IC0015D2J	RMIC0015D2J.004128	rel013arg02owner	EMIC0015D2J.004149
IC0015D2J	RMIC0015D2J.004128	rel013arg01artifact	EMIC0015D2J.004162
IC0015D2J	RMIC0015D2J.004196	rel013arg02owner	EMIC0015D2J.004217
IC0015D2J	RMIC0015D2J.004196	rel013arg01artifact	EMIC0015D2J.004230
IC0015D2J	RMIC0015D2J.004243	rel026arg02color	EMIC0015D2J.004264
IC0015D2J	RMIC0015D2J.004243	rel026arg01entityorfiller	EMIC0015D2J.004277
IC0015D2J	RMIC0015D2J.004290	rel013arg02owner	EMIC0015D2J.004311
IC0015D2J	RMIC0015D2J.004290	rel013arg01artifact	EMIC0015D2J.004324
IC0015D2J	RMIC0015D2J.004337	rel035arg02placeofemployment	EMIC0015D2J.004358
IC0015D2J	RMIC0015D2J.004337	rel035arg01employee	EMIC0015D2J.004371
IC0015D2J	RMIC0015D2J.004444	rel035arg02placeofemployment	EMIC0015D2J.004465
IC0015D2J	RMIC0015D2J.004444	rel035arg01employee	EMIC0015D2J.004478
IC0015D2J	RMIC0015D2J.004503	rel051arg02place	EMIC0015D2J.004524
IC0015D2J	RMIC0015D2J.004503	rel051arg01entityorfiller	EMIC0015D2J.004537
IC0015D2J	RMIC0015D2J.004550	rel051arg02place	EMIC0015D2J.004571
IC0015D2J	RMIC0015D2J.004550	rel051arg01entityorfiller	EMIC0015D2J.004584
IC0015KBJ	RMIC0015KBJ.000593	rel057arg02place	EMIC0015KBJ.000614
IC0015KBJ	RMIC0015KBJ.000593	rel057arg01resident	EMIC0015KBJ.000627
IC0015KBJ	RMIC0015KBJ.000653	rel057arg02place	EMIC0015KBJ.000674
IC0015KBJ	RMIC0015KBJ.000653	rel057arg01resident	EMIC0015KBJ.000687
IC0015KBJ	RMIC0015KBJ.000700	rel051arg02place	EMIC0015KBJ.000721
IC0015KBJ	RMIC0015KBJ.000700	rel051arg01entityorfiller	EMIC0015KBJ.000734
IC0015KBJ	RMIC0015KBJ.000794	rel021arg02sponsor	EMIC0015KBJ.000815
IC0015KBJ	RMIC0015KBJ.000794	rel021arg01actororevent	VMIC0015KBJ.000747
IC0015KBJ	RMIC0015KBJ.000841	rel021arg02sponsor	EMIC0015KBJ.000862
IC0015KBJ	RMIC0015KBJ.000841	rel021arg01actororevent	VMIC0015KBJ.000747
IC0015KBJ	RMIC0015KBJ.000888	rel015arg02ethnicity	EMIC0015KBJ.000909
IC0015KBJ	RMIC0015KBJ.000888	rel015arg01person	EMIC0015KBJ.000922
IC0015KBJ	RMIC0015KBJ.000982	rel044arg02parent	EMIC0015KBJ.001003
IC0015KBJ	RMIC0015KBJ.000982	rel044arg01subsidiary	EMIC0015KBJ.001016
IC0015KBJ	RMIC0015KBJ.001029	rel051arg02place	EMIC0015KBJ.001050
IC0015KBJ	RMIC0015KBJ.001029	rel051arg01entityorfiller	EMIC0015KBJ.001063
IC0015KBJ	RMIC0015KBJ.001076	rel051arg02place	EMIC0015KBJ.001097
IC0015KBJ	RMIC0015KBJ.001076	rel051arg01entityorfiller	EMIC0015KBJ.001110
IC0015KBJ	RMIC0015KBJ.001123	rel035arg02placeofemployment	EMIC0015KBJ.001144
IC0015KBJ	RMIC0015KBJ.001123	rel035arg01employee	EMIC0015KBJ.001157
IC0015KBV	RMIC0015KBV.000063	rel014arg02entityorfiller	EMIC0015KBV.000084
IC0015KBV	RMIC0015KBV.000063	rel014arg01person	EMIC0015KBV.000097
IC0015KBV	RMIC0015KBV.000110	rel022arg02sponsor	EMIC0015KBV.000131
IC0015KBV	RMIC0015KBV.000110	rel022arg01actororevent	VMIC0015KBV.000003
IC0015KBV	RMIC0015KBV.000157	rel021arg02sponsor	EMIC0015KBV.000178
IC0015KBV	RMIC0015KBV.000157	rel021arg01actororevent	VMIC0015KBV.000003
IC0015KBV	RMIC0015KBV.000204	rel035arg02placeofemployment	EMIC0015KBV.000225
IC0015KBV	RMIC0015KBV.000204	rel035arg01employee	EMIC0015KBV.000238
IC0015KBV	RMIC0015KBV.000251	rel013arg02owner	EMIC0015KBV.000272
IC0015KBV	RMIC0015KBV.000251	rel013arg01artifact	EMIC0015KBV.000285
IC0015KBV	RMIC0015KBV.000298	rel013arg02owner	EMIC0015KBV.000319
IC0015KBV	RMIC0015KBV.000298	rel013arg01artifact	EMIC0015KBV.000332
IC0015KBV	RMIC0015KBV.000345	rel010arg02entityorfiller	EMIC0015KBV.000366
IC0015KBV	RMIC0015KBV.000345	rel010arg01artifact	EMIC0015KBV.000379
IC0015KBV	RMIC0015KBV.000392	rel010arg02entityorfiller	EMIC0015KBV.000413
IC0015KBV	RMIC0015KBV.000392	rel010arg01artifact	EMIC0015KBV.000426
IC0015KBV	RMIC0015KBV.000439	rel044arg02parent	EMIC0015KBV.000460
IC0015KBV	RMIC0015KBV.000439	rel044arg01subsidiary	EMIC0015KBV.000473
IC0015KBV	RMIC0015KBV.000486	rel051arg02place	EMIC0015KBV.000507
IC0015KBV	RMIC0015KBV.000486	rel051arg01entityorfiller	EMIC0015KBV.000520
IC0015KBV	RMIC0015KBV.000533	rel051arg02place	EMIC0015KBV.000554
IC0015KBV	RMIC0015KBV.000533	rel051arg01entityorfiller	EMIC0015KBV.000567
IC0015KBV	RMIC0015KBV.000580	rel051arg02place	EMIC0015KBV.000601
IC0015KBV	RMIC0015KBV.000580	rel051arg01entityorfiller	EMIC0015KBV.000614
IC0015KBV	RMIC0015KBV.000627	rel051arg02place	EMIC0015KBV.000648
IC0015KBV	RMIC0015KBV.000627	rel051arg01entityorfiller	EMIC0015KBV.000661
IC0015KBV	RMIC0015KBV.000734	rel051arg02place	EMIC0015KBV.000755
IC0015KBV	RMIC0015KBV.000734	rel051arg01entityorfiller	EMIC0015KBV.000768
IC0015KBV	RMIC0015KBV.000781	rel013arg01artifact	EMIC0015KBV.000802
IC0015KBV	RMIC0015KBV.000781	rel013arg02owner	EMIC0015KBV.000815
IC0015KBV	RMIC0015KBV.000828	rel013arg02owner	EMIC0015KBV.000849
IC0015KBV	RMIC0015KBV.000828	rel013arg01artifact	EMIC0015KBV.000862
IC0015KBV	RMIC0015KBV.000875	rel013arg02owner	EMIC0015KBV.000896
IC0015KBV	RMIC0015KBV.000875	rel013arg01artifact	EMIC0015KBV.000909
IC0015KBV	RMIC0015KBV.000922	rel013arg02owner	EMIC0015KBV.000943
IC0015KBV	RMIC0015KBV.000922	rel013arg01artifact	EMIC0015KBV.000956
IC0015KBV	RMIC0015KBV.000969	rel051arg02place	EMIC0015KBV.000990
IC0015KBV	RMIC0015KBV.000969	rel051arg01entityorfiller	EMIC0015KBV.001003
IC0015KBV	RMIC0015KBV.001016	rel051arg02place	EMIC0015KBV.001037
IC0015KBV	RMIC0015KBV.001016	rel051arg01entityorfiller	EMIC0015KBV.001050
IC0015KBV	RMIC0015KBV.001063	rel051arg02place	EMIC0015KBV.001084
IC0015KBV	RMIC0015KBV.001063	rel051arg01entityorfiller	EMIC0015KBV.001097
IC0015KBV	RMIC0015KBV.001110	rel051arg02place	EMIC0015KBV.001131
IC0015KBV	RMIC0015KBV.001110	rel051arg01entityorfiller	EMIC0015KBV.001144
IC0015KBV	RMIC0015KBV.001157	rel051arg02place	EMIC0015KBV.001178
IC0015KBV	RMIC0015KBV.001157	rel051arg01entityorfiller	EMIC0015KBV.001191
IC0015KBV	RMIC0015KBV.001204	rel051arg02place	EMIC0015KBV.001225
